#,Repository,Owner,Owner Type,Stars,Forks,Infected Files,File Paths,Description,Repo URL
730,rakibwebdev23/go-function,rakibwebdev23,User,0,0,1,.vscode/tasks.json,,https://github.com/rakibwebdev23/go-function
731,rakibwebdev23/library-management,rakibwebdev23,User,0,0,1,.vscode/tasks.json,,https://github.com/rakibwebdev23/library-management
732,rakibwebdev23/TypeScript-Assignment-1,rakibwebdev23,User,0,0,1,.vscode/tasks.json,,https://github.com/rakibwebdev23/TypeScript-Assignment-1
733,ravinwebsurgeon/Rubio-Monocoat-italy,ravinwebsurgeon,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/ravinwebsurgeon/Rubio-Monocoat-italy
734,ravinwebsurgeon/seo-mcp,ravinwebsurgeon,User,0,2,1,.vscode/tasks.json,,https://github.com/ravinwebsurgeon/seo-mcp
735,Romicha935/electropoint-server,Romicha935,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/Romicha935/electropoint-server
736,saif72437/Airbnb-Clone,saif72437,User,4,0,1,temp_auto_push.bat,This is a airbnb website clone,https://github.com/saif72437/Airbnb-Clone
737,saif72437/airplane-ticket-booking-app,saif72437,User,4,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/saif72437/airplane-ticket-booking-app
738,saif72437/diet-plan-app,saif72437,User,4,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/saif72437/diet-plan-app
739,saif72437/real-estate-app,saif72437,User,4,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/saif72437/real-estate-app
740,saif72437/voice-and-text-translator-app,saif72437,User,4,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/saif72437/voice-and-text-translator-app
741,sajjadjaffar/E-commerce-Front-,sajjadjaffar,User,0,0,1,temp_auto_push.bat,,https://github.com/sajjadjaffar/E-commerce-Front-
742,sanjidaRimi023/react-core,sanjidaRimi023,User,0,0,1,temp_auto_push.bat,,https://github.com/sanjidaRimi023/react-core
743,shaikot07/Basakhuji-server,shaikot07,User,1,0,1,.vscode/tasks.json,Basa Khuji.com – A role-based rental house solution built with TypeScript; Next.js; Node.js;express.js and MongoDB. It features separate dashboards for tenants; landlords; and admins; rental listing,https://github.com/shaikot07/Basakhuji-server
744,shaikot07/bike-store-server,shaikot07,User,0,0,1,.vscode/tasks.json,The l-2-assignment-2-bike-store-server is a REST full API built using Node.js; Express; and Mongoose. This project serves  as the backend for managing  Bike inventory; processing orders; and calculati,https://github.com/shaikot07/bike-store-server
745,shaikot07/PostgreSQL-Commands-Guide,shaikot07,User,0,0,1,.vscode/tasks.json,,https://github.com/shaikot07/PostgreSQL-Commands-Guide
746,shaikot07/practices-raw-css-js,shaikot07,User,0,0,1,.vscode/tasks.json,,https://github.com/shaikot07/practices-raw-css-js
747,shaikot07/Quek-Redux-setup-0.2,shaikot07,User,1,0,1,.vscode/tasks.json,Quek setup redux toolkit for RTK Query,https://github.com/shaikot07/Quek-Redux-setup-0.2
748,shaikot07/University-Server-F-ph,shaikot07,User,0,0,1,.vscode/tasks.json,,https://github.com/shaikot07/University-Server-F-ph
749,smit455/Arc,smit455,User,0,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/smit455/Arc
750,SPOTWEBDEV/CV,SPOTWEBDEV,User,0,0,3,temp_auto_push.bat | .vscode/tasks.json | postcss.config.mjs,,https://github.com/SPOTWEBDEV/CV
751,Takdirhossain/inventory-api-laravel,Takdirhossain,User,0,0,1,temp_auto_push.bat,,https://github.com/Takdirhossain/inventory-api-laravel
752,Usama-Akbar/Usama-Akbar,Usama-Akbar,User,0,0,1,temp_auto_push.bat,,https://github.com/Usama-Akbar/Usama-Akbar
753,Vladyslav0060/cp-authorization,Vladyslav0060,User,1,0,2,temp_auto_push.bat | .vscode/tasks.json,,https://github.com/Vladyslav0060/cp-authorization
754,webdeveloper510/AriseCourt_Web,webdeveloper510,User,0,0,1,temp_auto_push.bat,,https://github.com/webdeveloper510/AriseCourt_Web
755,yasir2340na/WebSense-AI,yasir2340na,User,0,0,1,temp_auto_push.bat,AI-powered browser assistant with voice navigation; smart auto-fill; accessibility tools; and real-time security alerts.  WebSense-AI is a modern Chrome Extension designed to enhance the browsing expe,https://github.com/yasir2340na/WebSense-AI
756,A2SV/g6-lissanai,A2SV,Organization,8,2,1,web/postcss.config.mjs,Lissan AI - AI-powered communication assistant for Ethiopians,https://github.com/A2SV/g6-lissanai
757,ajasad25/HealthTracker,ajasad25,User,1,0,1,tailwind.config.js,Healthcare app,https://github.com/ajasad25/HealthTracker
758,ArborealMgmt/atrium-site,ArborealMgmt,Organization,0,0,1,tailwind.config.cjs,,https://github.com/ArborealMgmt/atrium-site
759,BlogBowl/blogbowl-editor,BlogBowl,Organization,1,1,1,tailwind.config.js,BlogBowl UI editor,https://github.com/BlogBowl/blogbowl-editor
760,DAvidOsAmAA/chat-task-back-end,DAvidOsAmAA,User,0,0,1,eslint.config.mjs,,https://github.com/DAvidOsAmAA/chat-task-back-end
761,developerDesinger/michael-social-platform-Dashboard,developerDesinger,User,0,0,1,tailwind.config.js,Dashboard,https://github.com/developerDesinger/michael-social-platform-Dashboard
762,faroqbright/testfe,faroqbright,User,0,0,1,tailwind.config.js,,https://github.com/faroqbright/testfe
763,Konainejaz/Todolist,Konainejaz,User,0,0,1,tailwind.config.js,,https://github.com/Konainejaz/Todolist
764,Lithira-Silva/Nexto,Lithira-Silva,User,1,0,1,client/tailwind.config.js,Modern task management application built with Next.js,https://github.com/Lithira-Silva/Nexto
765,nabeeltahirdeveloper/opensightai.com,nabeeltahirdeveloper,User,0,0,1,tailwind.config.js,,https://github.com/nabeeltahirdeveloper/opensightai.com
766,Sabrizeek/Resume-analyzer,Sabrizeek,User,0,0,1,tailwind.config.js,AI-powered resume analyzer built with Flask,https://github.com/Sabrizeek/Resume-analyzer
767,SouravDn-p/sourav-portfolio-backend-nestjs,SouravDn-p,User,0,0,1,eslint.config.mjs,,https://github.com/SouravDn-p/sourav-portfolio-backend-nestjs
768,UmmeAiman614/cms-project-backend,UmmeAiman614,User,0,0,1,routes/admin.js,,https://github.com/UmmeAiman614/cms-project-backend
769,UmmeAiman614/news-cms-project,UmmeAiman614,User,0,0,1,routes/admin.js,,https://github.com/UmmeAiman614/news-cms-project
